,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price_scaled
412,Toyota Fortuner 3.0 Diesel,2011,975000,120000,Diesel,Individual,Manual,Third Owner,11.5,2982.0,171.0,7.0,13.790193775620484
413,Toyota Fortuner 3.0 Diesel,2011,900000,120000,Diesel,Individual,Manual,First Owner,11.5,2982.0,171.0,7.0,13.710151153416941
414,Toyota Fortuner 3.0 Diesel,2010,1050000,220000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,13.864301674514206
415,Toyota Fortuner 3.0 Diesel,2010,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,13.592368256649284
416,Toyota Fortuner 3.0 Diesel,2010,1200000,100000,Diesel,Individual,Manual,First Owner,11.5,2982.0,171.0,7.0,13.997832948091215
417,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,7.0,14.33430494661736
418,Toyota Fortuner 3.0 Diesel,2010,750000,150000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,13.527829818844937
419,Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3,1956.0,170.63,5.0,14.580978865220017
420,Toyota Land Cruiser Prado VX L,2014,3500000,60000,Diesel,Individual,Automatic,First Owner,11.0,2982.0,170.3,7.0,15.068273812173887
421,Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,46000,Diesel,Dealer,Manual,First Owner,15.8,2148.0,170.0,5.0,14.897316067298997
422,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,15.8,2148.0,170.0,5.0,14.115615891155079
423,Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,14.285514812209815
424,Mercedes-Benz E-Class E 220 CDI Avantgarde,2013,1925000,91500,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,14.470437045184406
425,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,15.341567078850604
426,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,170.0,5.0,15.341567078850604
427,Mercedes-Benz New C-Class 220 CDI AT,2013,1425000,59000,Diesel,Dealer,Automatic,First Owner,14.84,2143.0,170.0,5.0,14.169683073439028
428,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,14.253766134056512
429,Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,50000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,14.151983508870947
430,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,725000,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,13.493928313146206
431,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,13.151924121391561
432,Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.285514812209815
433,Jeep Compass 2.0 Limited,2017,1650000,50000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.316286451937186
434,Jeep Compass 2.0 Longitude Option BSIV,2018,1675000,80000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.331324320256051
435,Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,60000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.340239086899256
436,Jeep Compass 2.0 Limited Option,2017,1325000,30000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.096923772119156
437,Jeep Compass 2.0 Limited,2017,1515000,15000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.230926656991395
439,Jeep Compass 2.0 Limited Option,2017,1650000,69123,Diesel,Dealer,Manual,First Owner,17.1,1956.0,170.0,5.0,14.316286451937186
440,Jeep Compass 2.0 Limited,2018,1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.379118936321035
441,Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.253766134056512
442,Jeep Compass 2.0 Longitude Option BSIV,2017,1550000,50000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.253766134056512
443,Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.430696737594902
444,Jeep Compass 2.0 Limited Option,2017,1500000,12000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.220976332738882
446,Jeep Compass 2.0 Limited,2017,1550000,120000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,14.253766134056512
447,Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,Diesel,Individual,Manual,First Owner,16.3,1956.0,170.0,5.0,14.48334044336031
448,Jeep Compass 2.0 Limited 4X4,2017,1800000,45000,Diesel,Individual,Manual,First Owner,16.3,1956.0,170.0,5.0,14.403297778421795
449,Jeep Compass 2.0 Limited 4X4,2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.3,1956.0,170.0,5.0,14.228282903068026
450,Jeep Compass 2.0 Limited Option 4X4,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5.0,14.467836264837162
451,Toyota Fortuner 4x2 4 Speed AT,2012,1225000,160000,Diesel,Individual,Automatic,First Owner,11.5,2982.0,169.0,7.0,14.018452218287162
452,Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.7,7.0,14.151983508870947
453,Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0,2982.0,168.5,7.0,14.375126917328105
454,Toyota Fortuner 4x2 Manual,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7.0,14.137594781770806
457,Toyota Fortuner 4x4 MT,2014,1500000,77000,Diesel,Dealer,Manual,First Owner,12.55,2982.0,168.5,7.0,14.220976332738882
458,Toyota Fortuner 4x4 MT,2015,1700000,78000,Diesel,Individual,Manual,Second Owner,12.55,2982.0,168.5,7.0,14.346139397261565
459,Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,14.508658238524095
460,Toyota Fortuner 4x2 AT,2015,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,14.45736497045232
461,Toyota Fortuner 4x4 MT,2015,1888000,120000,Diesel,Individual,Manual,Second Owner,12.55,2982.0,168.5,7.0,14.45102915534846
462,Toyota Fortuner 4x4 MT,2014,1700000,80000,Diesel,Individual,Manual,Second Owner,12.55,2982.0,168.5,7.0,14.346139397261565
463,Toyota Fortuner 4x2 AT,2015,1850000,30000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7.0,14.430696737594902
464,Toyota Fortuner 4x2 AT,2015,1500000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7.0,14.220976332738882
465,Toyota Fortuner 4x2 AT,2015,1650000,91000,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7.0,14.316286451937186
467,Toyota Fortuner 4x4 AT,2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7.0,14.827111833279051
468,Toyota Fortuner 4x4 MT,2015,2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7.0,14.508658238524095
472,Toyota Fortuner 4x4 AT,2016,1750000,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982.0,168.5,7.0,14.375126917328105
473,Tata Harrier XZ Plus,2020,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,14.316286451937186
474,Tata Harrier XZ,2019,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,14.316286451937186
475,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,167.62,5.0,14.115615891155079
476,Audi Q5 2.0 TDI,2011,1300000,120000,Diesel,Individual,Automatic,First Owner,12.8,1968.0,167.6,5.0,14.077875591662238
477,Mercedes-Benz M-Class ML 350 4Matic,2011,1700000,110000,Diesel,Individual,Automatic,Third Owner,0.0,2987.0,165.0,5.0,14.346139397261565
479,Hyundai Sonata 2.4L AT,2008,168000,50000,Petrol,Individual,Automatic,First Owner,11.0,2359.0,165.0,5.0,12.031725210748633
480,Toyota Camry V4 (MT),2004,250000,120000,Petrol,Individual,Manual,Second Owner,13.4,2362.0,164.7,5.0,12.429220196836383
481,Toyota Camry W4 (AT),2009,450000,71000,Petrol,Dealer,Automatic,First Owner,12.1,2362.0,164.7,5.0,13.017005083966255
482,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,8.0,14.220976332738882
483,Toyota Innova Crysta 2.7 ZX AT BSIV,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,7.0,14.557448378884015
485,Chevrolet Cruze LTZ,2012,495000,82000,Diesel,Individual,Manual,Third Owner,17.3,1998.0,163.7,5.0,13.112315061750808
487,Chevrolet Cruze LTZ,2012,550000,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998.0,163.7,5.0,13.217675375388819
488,Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5.0,13.017005083966255
489,Chevrolet Cruze LTZ AT,2016,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5.0,13.527829818844937
491,Audi A4 1.8 TFSI,2010,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5.0,13.500801182986649
492,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,13.710151153416941
493,Isuzu MU 7 AT Premium,2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999.0,161.0,7.0,13.963931425151141
494,Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368.0,160.77,5.0,14.557448378884015
496,Volkswagen Passat 1.8 TSI MT,2010,700000,114000,Petrol,Individual,Manual,First Owner,14.3,1798.0,160.0,5.0,13.45883704259595
497,Volkswagen Passat 1.8 TSI MT,2010,300000,120000,Petrol,Individual,Manual,Second Owner,14.3,1798.0,160.0,5.0,12.611541086966115
498,Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368.0,160.0,5.0,14.187074804051692
500,Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16.0,1368.0,160.0,5.0,14.23422155071698
501,Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5.0,13.122365377402328
502,Honda CR-V 2.4L 4WD,2005,476999,85000,Petrol,Individual,Manual,Third Owner,11.1,2354.0,158.8,5.0,13.075271769870477
503,Honda CR-V 2.4L 4WD MT,2008,400000,120000,Petrol,Individual,Manual,First Owner,11.1,2354.0,158.8,5.0,12.899222326086994
504,Honda CR-V 2.4L 4WD AT,2012,750000,50171,Petrol,Dealer,Automatic,First Owner,11.1,2354.0,158.8,5.0,13.527829818844937
505,Ford Endeavour 2.2 Titanium AT 4X2,2016,2400000,30000,Diesel,Individual,Automatic,First Owner,12.62,2198.0,158.0,7.0,14.690979711984754
506,Ford Endeavour 2.2 Titanium AT 4X2,2016,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198.0,158.0,7.0,14.557448378884015
507,Skoda Superb Elegance 1.8 TSI AT,2013,500000,60000,Petrol,Individual,Automatic,First Owner,13.7,1798.0,157.75,5.0,13.122365377402328
508,Toyota Camry 2.5 Hybrid,2016,1900000,41000,Petrol,Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,14.45736497045232
509,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,14.508658238524095
541,Ford Endeavour Hurricane Limited Edition,2013,1075000,110000,Diesel,Individual,Automatic,Third Owner,12.8,2953.0,156.0,7.0,13.887832149776026
542,Mahindra XUV500 W11 Option AWD,2019,1700000,32000,Diesel,Individual,Manual,First Owner,15.1,2179.0,155.0,7.0,14.346139397261565
543,Ford Endeavour 3.0L 4X4 AT,2011,975000,93468,Diesel,Individual,Automatic,Second Owner,11.4,2953.0,153.86,7.0,13.790193775620484
544,Ford Endeavour 3.0L 4X2 AT,2012,500000,110000,Diesel,Individual,Automatic,First Owner,11.4,2953.0,153.86,7.0,13.122365377402328
545,Ford Endeavour 3.0L 4X4 AT,2015,1275000,64000,Diesel,Dealer,Automatic,First Owner,11.4,2953.0,153.86,7.0,14.058457520888082
546,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,14.137594781770806
547,Tata Hexa XT,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,14.23750562376114
548,Tata Hexa XT,2018,1575000,30000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,14.269766465162304
549,Tata Hexa XT,2018,1575000,25000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,14.269766465162304
550,Tata Hexa XM,2017,1200000,30000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,13.997832948091215
551,Tata Hexa XTA,2017,1295000,58000,Diesel,Dealer,Automatic,First Owner,17.6,2179.0,153.86,7.0,14.07402202531625
553,Tata Hexa XM,2018,1300000,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,14.077875591662238
554,Tata Hexa XTA,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,14.077875591662238
556,Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,14.06393269649365
557,Tata Hexa XT,2017,1200000,150000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,13.997832948091215
558,Tata Hexa XM,2017,1251000,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,14.03945458880924
559,Tata Hexa XTA,2017,1445000,60000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,14.183620571569953
561,Tata Hexa XT,2017,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,14.151983508870947
562,Tata Safari Storme VX Varicor 400,2019,1250000,100000,Diesel,Individual,Manual,First Owner,14.1,2179.0,153.86,7.0,14.038654909278163
563,Honda CR-V 2.0L 2WD AT,2016,1350000,74000,Petrol,Dealer,Automatic,First Owner,13.7,1997.0,153.86,5.0,14.115615891155079
564,Mahindra XUV500 W7,2020,830000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,13.629182184591333
565,Mahindra XUV500 W9 BSIV,2019,1575000,18000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,14.269766465162304
566,Mahindra XUV500 W11 Option BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,14.346139397261565
567,Mahindra XUV500 W5 BSIV,2018,1200000,25000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,13.997832948091215
568,Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,13.910821646859095
569,Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,7.0,14.204169225721929
570,Mahindra XUV500 W11 BSIV,2019,1550000,28000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,14.253766134056512
571,Mahindra XUV500 W11 AT BSIV,2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,15.1,2179.0,152.87,7.0,14.316286451937186
572,Mahindra XUV500 W11 Option BSIV,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,14.220976332738882
574,Mahindra XUV500 W7 BSIV,2018,1150000,29000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,13.955273369904273
575,Mahindra XUV500 W9 BSIV,2018,1525000,46000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,14.23750562376114
576,Mahindra XUV500 W5 BSIV,2018,1051000,59865,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,7.0,13.865253601333421
577,Honda CR-V 2.4 4WD AT,2007,325000,70000,Petrol,Individual,Automatic,Second Owner,10.1,2354.0,152.0,5.0,12.691583538230217
578,Honda CR-V 2.4 4WD AT,2004,325000,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354.0,152.0,5.0,12.691583538230217
579,BMW 5 Series 523i,2010,975000,72200,Petrol,Dealer,Automatic,Second Owner,10.8,2497.0,150.0,5.0,13.790193775620484
580,Hyundai Sonata CRDi M/T,2010,500000,120000,Diesel,Individual,Manual,Second Owner,11.8,1991.0,150.0,5.0,13.122365377402328
581,Volvo V40 Cross Country D3,2013,1200000,72500,Diesel,Individual,Automatic,Second Owner,23.3,1984.0,150.0,5.0,13.997832948091215
582,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,14.72175135802525
611,Skoda Octavia RS 1.8 Turbo Petrol MT,2006,100000,120000,Petrol,Individual,Manual,Third Owner,13.1,1781.0,149.5,5.0,11.51293546492023
612,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999.0,148.31,7.0,15.319588176962746
616,Tata Safari Storme VX,2016,650000,60000,Diesel,Individual,Manual,Second Owner,14.1,2179.0,148.0,7.0,13.384729180332174
617,Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995.0,148.0,5.0,13.815511557963774
619,Skoda Kodiaq 2.0 TDI Style,2018,3251000,17601,Diesel,Dealer,Automatic,First Owner,16.25,1968.0,148.0,7.0,14.994473506883658
620,Skoda Kodiaq 2.0 TDI Style,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968.0,148.0,7.0,14.845130332288226
621,Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,14.038654909278163
622,Tata Hexa XE,2018,1250000,25000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,14.038654909278163
623,Tata Hexa XE,2017,850000,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,13.652992804936396
624,Tata Hexa XE,2017,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,13.795308871054397
626,Tata Hexa XE,2017,969999,26500,Diesel,Dealer,Manual,First Owner,17.6,2179.0,147.94,7.0,13.785051350479566
627,Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,13.592368256649284
628,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,13.12834743715147
631,Tata Safari Storme EX,2016,650000,50000,Diesel,Individual,Manual,Third Owner,14.1,2179.0,147.94,7.0,13.384729180332174
637,Tata Safari Storme EX,2017,1100000,20000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,13.910821646859095
638,Tata Safari Storme EX,2017,850000,100000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,13.652992804936396
640,Tata Safari Storme LX,2016,900000,120000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,5.0,13.710151153416941
641,Tata Safari Storme EX,2017,850000,162000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,13.652992804936396
654,Tata Safari Storme LX,2018,875000,142000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,5.0,13.681980308196241
655,Tata Safari Storme LX,2018,890000,140000,Diesel,Individual,Manual,Third Owner,14.1,2179.0,147.94,5.0,13.698977865303197
666,Tata Aria Pure LX 4x2,2014,500000,90000,Diesel,Individual,Manual,Second Owner,15.05,2179.0,147.9,7.0,13.122365377402328
667,Tata Aria Pure LX 4x2,2014,480000,70000,Diesel,Individual,Manual,Second Owner,15.05,2179.0,147.9,7.0,13.081543466215237
668,Tata Aria Pure LX 4x2,2014,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179.0,147.9,7.0,13.171155446333852
669,Isuzu D-Max V-Cross Z Prestige,2019,1900000,30000,Diesel,Individual,Automatic,First Owner,12.4,1999.0,147.9,5.0,14.45736497045232
670,Chevrolet Cruze LTZ,2010,270000,120000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,12.506180941677357
671,Chevrolet Cruze LTZ,2010,250000,135000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,12.429220196836383
672,Chevrolet Cruze LTZ,2010,270000,90000,Diesel,Individual,Manual,Second Owner,18.3,1991.0,147.9,5.0,12.506180941677357
673,Chevrolet Cruze LTZ,2011,409999,80000,Diesel,Individual,Manual,Second Owner,18.3,1991.0,147.9,5.0,12.92391243868049
674,Chevrolet Cruze LTZ,2011,270000,100000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,12.506180941677357
675,Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,12.611541086966115
676,Chevrolet Cruze LTZ,2011,360000,100000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,12.793862088206213
677,Chevrolet Cruze LT,2011,300000,40000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,12.611541086966115
678,Chevrolet Cruze LTZ AT,2011,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4.0,12.994532278619134
680,Chevrolet Cruze LTZ AT,2011,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4.0,12.971542813248437
681,Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7.0,13.122365377402328
683,Chevrolet Captiva LT,2009,260000,80000,Diesel,Individual,Manual,Second Owner,11.5,1991.0,147.9,7.0,12.468440756144114
684,Chevrolet Captiva LT,2008,300000,100000,Diesel,Individual,Manual,Second Owner,11.5,1991.0,147.9,7.0,12.611541086966115
685,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,14.270401183917526
686,Toyota Innova Crysta 2.4 VX MT BSIV,2016,1670000,25000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7.0,14.328334783195153
687,Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,7.0,14.204169225721929
688,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016,1490000,56900,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8.0,14.214287349062356
689,Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1680000,157000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,14.33430494661736
